l00,l01,l02,l10,l11,l12,l20,l21,l22,li00,li01,li02,li10,li11,li12,li20,li21,li22,o1,o2
-4885940042182,-31281223840208,8891787099055,3141864,-25134912,-29535556,-299224,2393792,-355541220,-32,39436825,-4076393,-4,-6181060,413437,0,-74806,-785466,281197612767569,237857712793145
14287807679305,-27505321139749,-1653526289025,7137572,21412716,71940604,-3915932,-11747796,118273468,12,11626522,-6904141,-4,5980615,-3693670,0,978983,1784393,281197612767569,193765093549921
-19797717513981,-36563903337405,50571026663683,28620812,13387020,28620812,6229932,-36424532,6229932,-4,5734916,6123045,0,1557483,-7155203,4,3371217,-2776290,281197612767569,125464934609097
-11547600113075,-58821144064589,-20781541059317,-18025164,18025164,-23345108,-9146444,9146444,50616748,-4,-9902329,-6209350,-4,2751858,-373073,0,-2286611,4506291,281197612767569,81624863448177
15775808456152,-54592935721512,-8229369406243,-17057952,-17057952,18505588,12591712,12591712,52344084,4,-9784157,4087932,-4,-3301864,538465,0,3147928,4264488,281197612767569,31717570221145
-16156092356417,-54212651821247,-11076874551686,-18692356,18692356,28824040,-7557572,7557572,-48579224,-4,-9653870,-4815969,-4,2490936,2390041,0,1889393,-4673089,281197612767569,255282593747585
-6504274412380,57360195352904,20560387071947,-1056112,-2112224,-107220180,10461200,20922400,-4022452,-8,-2347993,21695507,4,671190,2554769,0,-2615300,-264028,281197612767569,99445386764521
2618378139143,-17191480458628,70368744177664,4250652,-40199696,0,26522396,14046704,0,0,3511676,10049924,0,-6630599,1062663,4,-1750560,-114337,281197612767569,265844318820753
28308146401072,-13752451375520,-9064480497205,14154944,28309888,25099052,-2499904,-4999808,75108364,8,3830695,-314625,-4,7473198,-2980069,0,624976,3538736,281197612767569,194164024436345
-4228957196785,2003448066527,70368744177664,-3040196,-49452164,0,22409980,-5814724,0,0,-1453681,12363041,0,-5602495,-760049,4,72145,764622,281197612767569,146504360575393
-14870094819831,32097815872864,55498649357833,18543652,29726080,18543652,-21470204,26298752,-21470204,-4,7633687,-3746502,0,5367551,4635913,4,-1058999,-3685018,281197612767569,49003409290505
-33249090439791,-37119653737873,5551675002743,24015428,-24015428,-2784804,-5744700,5744700,47548508,-4,6383789,840916,-4,-5503338,144715,0,1436175,6003857,281197612767569,100258542623409
-19284605109738,18759209621885,51084139067926,13422680,-27405836,13422680,-27249384,-28243820,-27249384,-4,3309830,-5868381,0,-6812346,-3355670,4,3751125,-983078,281197612767569,87398530899097
-21501285016344,12751144829697,-48867459161320,14996384,32892932,-14996384,23488928,-23557692,-23488928,-4,5153976,5031257,0,5872232,-3749096,-4,-735447,-3191976,281197612767569,23472361108673
4250682166149,-9757156166237,-70368744177664,3963412,32303756,0,-32706316,17500844,0,0,4375211,-8075939,0,8176579,990853,-4,-869456,-625223,281197612767569,65106826358057
20625163018634,49743581159030,15507698396523,-10871256,10871256,-50943572,-15539672,15539672,30746540,4,-4577524,-9601933,4,3109111,3133960,0,-3884918,2717814,281197612767569,98677254119377
2419541554729,2701051869952,-70368744177664,-23063388,27716608,0,19855684,24955904,0,0,-6238976,6929152,0,4963921,5765847,-4,-23983,459568,281197612767569,191271980168889
-3885100553567,10327977172664,70368744177664,-24705404,11180768,0,18433220,37230816,0,0,-9307704,2795192,0,4608305,6176351,4,-1190242,-752175,281197612767569,245065037802465
15274569759495,-55094174418169,12051933364099,-20582372,-20582372,34378252,13038908,13038908,32923564,4,-7002543,5847710,-4,-1228348,2746853,0,3259727,5145593,281197612767569,20728413489481
23280466115161,5169675688688,47088278062503,-25729692,35761088,25729692,-22325276,-12729408,22325276,4,-2539552,-5509953,0,5581319,-6432423,4,642800,3430319,281197612767569,278881129048305
11304440761775,12156240535488,-46908062880401,-30762308,31555328,793020,-18076516,-18057472,-36133988,4,-4569836,-5292973,4,4463661,-5094718,-4,55468,-2595859,281197612767569,72081417417945
-357916026273,70368744177664,15803140915880,-3601028,0,-108041568,9059004,0,-40863584,0,-10215896,27010392,4,456648,339559,0,-2264751,-900257,281197612767569,65263283840769
16595286750089,-53773457427575,25212273375370,-18511324,-18511324,-25986520,14954372,14954372,-39829016,4,-6269510,6622605,-4,-3687744,-125975,0,-3738593,-4627831,281197612767569,175413043890537
31467340926933,-38901403250731,16591258081306,13454164,13454164,35371112,-12760492,-12760492,50136680,4,6177013,-5681526,-4,6357157,-3161252,0,3190123,3363541,281197612767569,100931338860049
33057754008885,37310990168779,-13623443247239,1229012,-1229012,50117092,22287860,-22287860,-7239292,4,2038343,6583800,4,228520,-5945473,0,5571965,-307253,281197612767569,258834592306937
9597721023861,-24136086264571,-36634936889232,24043988,36167700,-12123712,24803860,-9515948,34319808,4,4181409,5746942,-4,4398543,-2716014,-4,-1802422,3294983,281197612767569,219595620034081
-12261347031621,9062009019559,-863289340793,4246252,21231260,39859740,818316,4091580,-257469892,-20,8276623,1348390,4,11218170,1723309,0,204579,-1061563,281197612767569,96175778819465
26835906000774,-43532838176890,7191818660941,9635352,9635352,39705908,20087576,20087576,-34072908,4,4756459,6387092,-4,3761768,3539385,0,5021894,-2408838,281197612767569,108898553022257
-15158160759527,55210583418137,-11656724462769,-10022812,-10022812,56422716,17490052,17490052,13874716,-4,-3445805,10652094,4,-22874,3453585,0,4372513,2505703,281197612767569,163309537107225
21323819503314,-3277604341193,49044924674350,-11291832,39202012,11291832,29845192,-3904740,-29845192,4,1027901,6962146,0,7461298,2822958,4,51716,-2838357,281197612767569,85511742253377
-10784246592733,-18140451963424,-70368744177664,32915596,-1804416,0,767660,34163584,0,0,8540896,451104,0,-191915,8228899,-4,-1259447,-2190472,281197612767569,126235761227177
-6715085245849,-14162127633995,-70368744177664,-24162916,18518740,0,21094812,30428884,0,0,-7607221,4629685,0,5273703,6040729,-4,-335429,-1657530,281197612767569,156444747308113
-12794844519862,-19189366098216,2750951484073,4792616,-19170464,452260,-204440,817760,-234943164,-16,16009099,-156527,-4,-10681673,-67398,0,-51110,-1198154,281197612767569,216613462067001
6582422174672,-8561702634781,-70368744177664,-1790144,46464908,0,-23715008,-13397940,0,0,-3349485,-11616227,0,5928752,-447536,-4,-1034663,-1032152,281197612767569,117440838561889
-11902554572116,-58466189605548,25293045029747,22395568,-22395568,22430156,10351920,-10351920,-39905428,-4,9219114,2646607,-4,-757243,-2960932,0,2587980,-5598892,281197612767569,213574656745929
1389785777797,70368744177664,-33973415843379,-15309292,0,-41954508,17076372,0,-26746444,0,-6686611,10488627,4,-1929020,-2054949,0,-4269093,-3827323,281197612767569,128091322447217
-2442895416107,32081868833673,70368744177664,-25452716,9095716,0,-3147788,-43110076,0,0,-10777519,-2273929,0,786947,-6363179,4,-732926,2822101,281197612767569,96884398495065
12042198866623,-18823730810127,70368744177664,6393596,40626116,0,27759164,288900,0,0,-72225,10156529,0,6939791,-1598399,4,1868763,-2165660,281197612767569,62561007844225
-27596730762889,-23986865294638,42772013414775,-31446564,2966344,-31446564,-8629636,-34989560,-8629636,-4,-6052303,2229072,0,2157409,-7861641,4,-2695087,-2970658,281197612767569,104325105938921
-17597767748477,52770976429187,19205347385610,16541196,16541196,-8446936,1434892,1434892,67333672,-4,12525824,2712257,4,4307594,-600523,0,-358723,4135299,281197612767569,149868224631441
12235500062153,-3984086036769,58133244115511,24040228,-23470212,-24040228,-13334844,-33815332,13334844,4,6795161,-5187594,0,-3333711,-6010057,4,-1658672,679959,281197612767569,185099925194617
-26270404879997,17514851476379,44098339297667,32897548,-10632596,32897548,1801676,-34806740,1801676,-4,5565239,-3712854,0,450419,-8224387,4,3136446,1054705,281197612767569,176982365555361
21857401310191,-15322423494827,48511342867473,25531324,-23533228,-25531324,-14296868,-30920780,14296868,4,4550834,-5445707,0,-3574217,-6382831,4,-3179361,437600,281197612767569,60446908114441
16134476941207,54234267236457,-18210727648858,19587676,-19587676,-1888616,-2960164,2960164,-57194600,4,10828673,-1631170,4,-3469977,-1159016,0,-740041,-4896919,281197612767569,222033340412849
31953316947378,28827363595413,38415427230286,-30830904,-12755372,30830904,-7191800,33543156,7191800,4,-3841386,-4898399,0,-1797950,7707726,4,4544403,-1709556,281197612767569,254489943350681
-16182032657206,-54186711520458,-9250888393115,-15078616,15078616,-22002284,-9636696,9636696,60607060,-4,-11350740,-4731227,-4,3801025,769344,0,-2409174,3769654,281197612767569,137509470215617
-34898675983743,-35470068193921,4966038148802,9782788,-9782788,57217800,-14034076,14034076,33007048,-4,4406985,-7037704,-4,-3844777,7266746,0,3508519,2445697,281197612767569,109959982726697
-30190515696757,-40178228480907,14666265209692,-15424980,15424980,-38814352,-17273812,17273812,29525360,-4,-5114554,-4736709,-4,2266786,4966879,0,-4318453,3856245,281197612767569,210405554690257
14791264497097,40786215183470,10947233933396,8942372,-17884744,59625808,-5873724,11747448,86741456,8,12112102,-9335464,4,-4786631,2785494,0,1468431,2235593,281197612767569,228140486940601
-9190052790898,33608533014072,-5861937976019,3800632,15202528,-142450508,-5468744,-21874976,-91267596,-16,11353051,-16692199,4,2865962,-4730107,0,-1367186,-950158,281197612767569,91319284511969
-2397451872163,-70368744177664,33638372601583,-21344908,0,-16179268,-12961836,0,42922972,0,-10730743,-4044817,-4,-1183442,2688683,0,-3240459,5336227,281197612767569,70023409695305
-29399217455188,40969526722476,6519019960951,18927280,18927280,-3396132,-3990352,-3990352,-58769572,-4,8461670,-932677,4,6230723,83644,0,-997588,-4731820,281197612767569,201568511754737
5249522641937,70368744177664,-34021422393753,-18527164,0,-26944100,11335268,0,-44285316,0,-11071329,6736025,4,-544152,-2741857,0,-2833817,-4631791,281197612767569,126301486888409
-28887100051016,-41481644126648,-5972504555085,59104,-59104,-66250036,-16989984,16989984,-5293300,-4,1140590,-9762173,-4,-182735,6800336,0,-4247496,-14776,281197612767569,53847327707137
31496178304225,38872565873439,-10111478135269,-11440252,11440252,-37532564,25283044,-25283044,-15468404,4,-3044482,4772393,4,822619,-4610748,0,-6320761,-2860063,281197612767569,94955036318313
29893464113293,10581815951078,-13614482438386,-3002828,6005656,-81189832,13281588,-26563176,-15841736,8,-1880374,2761780,4,1040030,-8767839,0,-3320397,-750707,281197612767569,49625166016273
-34350097074321,36018647103343,-12739714746338,82364,82364,-51271560,-21962980,-21962980,2140984,-4,720088,-6557183,4,-1255334,-6260707,0,-5490745,-20591,281197612767569,187495755560953
8548699137452,36173947627856,-8698126998537,2320048,-9280192,166187996,-5925456,23701824,60843676,16,8551799,-21070987,4,-1664780,5119003,0,1481364,580012,281197612767569,23539303231265
-10758399623265,-48851944931134,-4305163627434,4629116,-9258232,75708760,13066140,-26132280,-29525864,-8,4724726,13281388,-4,-1328370,-2822901,0,3266535,-1157279,281197612767569,174175603728009
34531007434624,35837736743040,18005419758607,-15974912,15974912,34157628,8551936,-8551936,52193468,4,-7192387,3327106,4,5855980,-5212301,0,2137984,3993728,281197612767569,21915278434353
25068174813223,-45300569364441,-30631033752962,-25942884,-25942884,12653048,6756476,6756476,40103864,4,-5719052,4859571,-4,-4306914,-1696309,0,1689119,6485721,281197612767569,134320667745817
-1544497073189,-27556641352798,70368744177664,-24640660,19957384,0,-12766036,-35353080,0,0,-8838270,-4989346,0,3191509,-6160165,4,1055818,-2521851,281197612767569,87000253141569
-1830041464806,70368744177664,17427692834801,-13920152,0,37903300,10917928,0,51154212,0,-12788553,9475825,4,-1008575,-615442,0,2729482,3480038,281197612767569,216734810572457
34680425882421,-35688318295243,-7617952276703,-15066924,-15066924,24172676,-10172204,-10172204,-58406780,4,-7130113,-3472640,-4,-7471582,-2570529,0,2543051,-3766731,281197612767569,247675061687633
17654501178497,-35059741820670,-974629608482,10538500,21077000,-43231368,-7858268,-15716536,-74600392,8,9237598,-5457760,-4,4706250,-2675041,0,-1964567,-2634625,281197612767569,206312130095161
84229119409,70368744177664,-11275705728489,18453188,0,-6108068,2321156,0,60245532,0,15061383,1527017,4,-111012,737395,0,-580289,4613297,281197612767569,105832151562593
-4476895873113,-8802995960389,-70368744177664,-33529188,23513836,0,6471100,29041548,0,0,-7260387,5878459,0,1617775,8382297,-4,259529,-1422600,281197612767569,257910010925769
25908011153103,-44460733024561,-11698811083150,25345852,25345852,7836104,785084,785084,-44178744,4,7010939,184324,-4,4033747,1774702,0,196271,-6336463,281197612767569,105193967406705
30693523482711,39675220694953,-8651580302302,25191772,-25191772,21604488,5002812,-5002812,-40402744,4,5848726,2270945,4,-4251960,-3130177,0,1250703,-6297943,281197612767569,135803757368921
-19800682686287,30767378805090,15881841455950,-10322236,-20644472,47306040,10580868,21161736,60583864,-8,-5428260,6335750,4,-4858853,2745380,0,2645217,2580559,281197612767569,55293988578433
32521603787967,5325536601730,713021097216,-8857860,17715720,63312896,11622044,-23244088,44037120,8,-892068,1153010,4,5058606,-7337607,0,2905511,2214465,281197612767569,227710731813609
5641902963170,-30875423435474,6833168601859,-2941048,-20587336,-179052532,-2100856,-14705992,254921484,28,-27605723,-20140332,-4,-5160664,-3517543,0,-525214,735262,281197612767569,179458934197137
-23147670056849,-47221074120815,-33992491685140,20489660,-20489660,-27165776,18063644,-18063644,31000368,-4,7382180,2082965,-4,-367912,-4708479,0,-4515911,5122415,281197612767569,186685684492409
18656111151264,19700795534335,51712633026400,-9657728,32560124,9657728,-29234560,-18018628,29234560,4,-5356550,-5305995,0,7308640,-2414432,4,-851893,2834036,281197612767569,221246186967969
-30651544613947,-39717199563717,-2403556662261,19036948,-19036948,-9632724,9271156,-9271156,54451660,-4,7762506,1196655,-4,-5850409,-1211526,0,-2317789,4759237,281197612767569,68023939766025
10964032570904,27388809795775,-59404711606760,-26363808,-2783492,-26363808,572512,42766716,572512,4,-9081535,-3152770,0,143128,6590952,-4,-1610144,2456897,281197612767569,257846997666993
29436993610286,11494756957092,7836110849241,12062904,-24125808,-46100636,9875576,-19751152,55594372,8,2820201,1210989,4,-5539196,-5157085,0,-2468894,3015726,281197612767569,29574676995737
-2674808142219,-67693936035445,-9444692696593,9676244,-9676244,44493756,5061268,-5061268,-93084164,-4,22216651,11025302,-4,-1054390,-98137,0,1265317,-2419061,281197612767569,40728240735937
-1657691149414,67053361878836,-22026283345329,5375592,10751184,-90026692,-2749912,-5499824,-163393060,-8,39354101,-20604971,4,747082,-950851,0,-687478,-1343898,281197612767569,115421288238889
27953474139134,-3081276687099,42415270038530,-30664712,9453588,30664712,-9202696,39553556,9202696,4,-6061039,1760238,0,-2300674,7666178,4,3827350,-603159,281197612767569,220180255101393
-18197853533590,52170890644074,3215285051253,-24559192,-24559192,-4847148,3011048,3011048,-45250060,-4,-8421414,617871,4,-2891101,593916,0,-752762,-6139798,281197612767569,85672387393721
-5918237195100,-11555782827025,-70368744177664,-458096,-45943876,0,-24419440,8679804,0,0,-2169951,-11485969,0,-6104860,114524,-4,1185025,947200,281197612767569,178039370677729
-7685864236108,28526281540629,-41842462637035,-26599728,25238612,25238612,-22884272,-20614220,-20614220,0,-5153555,-6309653,4,2838960,-4643321,-4,2882108,-2006611,281197612767569,269170298841929
30937412260415,-39431331917249,7066600265228,-16683780,-16683780,-11687888,3772028,3772028,-64842192,4,-8988929,2056192,-4,-7221619,865780,0,-943007,-4170945,281197612767569,178021620538097
-13339087728483,-43690568720698,-23858226886567,-3461516,6923032,-78996124,13205012,-26410024,-23907196,-8,-1472325,12848591,-4,2252237,-3450220,0,-3301253,-865379,281197612767569,6714722531033
-15266036752639,-4951578402408,55102707425025,23484420,28649056,23484420,-15418684,29132896,-15418684,-4,5431938,-6021585,0,3854671,5871105,4,1851286,-1140679,281197612767569,255498761107713
-21660231471068,2378596941247,-48708512706596,7516304,37231356,-7516304,-26794480,17070236,26794480,-4,3180386,-6379273,0,6698620,1879076,-4,-1087173,2928566,281197612767569,168246103288681
28087002828321,42281741349343,-842884428888,25072772,-25072772,26578592,3522436,-3522436,-41171296,4,6195091,3917420,4,-4097733,-2727228,0,880609,-6268193,281197612767569,107062433441809
4224851419514,-70368744177664,7971383392207,9395688,0,51430204,18055720,0,-20997988,0,5249497,12857551,-4,826512,505865,0,4513930,-2348922,281197612767569,139349029771513
-6375016532662,31996863822501,-3295158641954,-18780888,-9390444,-59493512,-16341592,-8170796,68132088,-4,-7649309,-6872898,8,-1734404,-1127582,0,-2042699,2347611,281197612767569,105100800505889
-1590281897354,34389231140155,10660649878886,-16428584,-8214292,-26559080,-3570408,-1785204,131293912,-4,-16108459,-2933748,8,-606560,-772274,0,-446301,2053573,281197612767569,148129931415433
-24898128740139,45470615437525,-4024261968636,12128084,12128084,47014928,-20845356,-20845356,12026384,-4,1644764,-7768379,4,1361832,-3985353,0,5211339,3032021,281197612767569,44385239890225
-3028408295598,70368744177664,-24243225621131,16053576,0,-31145516,13658504,0,43635060,0,10908765,7786379,4,-706924,1717779,0,-3414626,4013394,281197612767569,238920811290393
-631373009607,70368744177664,32276113156304,-347932,0,-52665536,21356196,0,-3346624,0,-836656,13166384,4,2441361,158030,0,-5339049,-86983,281197612767569,23481285196609
18595798084299,51772946093365,-21625388042610,9183020,-9183020,-46144968,17810508,-17810508,33108344,4,4721405,9193170,4,-3555681,-2343072,0,-4452627,2295755,281197612767569,48879484426153
-3113743771769,67255000405895,-25558256610939,-5348836,-5348836,76583444,-13275620,-13275620,-20417004,-4,-6083835,-17812996,4,979584,-1332865,0,3318905,-1337209,281197612767569,252226902593105
19880287098247,50488457079417,10726724653191,-14591460,14591460,-42252772,19331452,-19331452,-21183108,4,-3062934,8134989,4,2232843,-2428204,0,-4832863,-3647865,281197612767569,104529232628025
5634271625064,-36605023798307,33763720379357,-26845792,9100148,9100148,833440,41657012,41657012,0,-10414253,2275037,-4,-733873,3402386,4,942233,3309062,281197612767569,52494056260193
18064533137489,34239677902686,8462363253599,-12305084,24610168,-15134340,3548964,-7097928,-87133796,8,-10385889,2580887,4,5698780,-601349,0,-887241,-3076271,281197612767569,133463843292105
-5420876154721,-12855331631710,70368744177664,362108,-43487608,0,25937404,-5677176,0,0,-1419294,10871902,0,-6484351,90527,4,-1293931,854058,281197612767569,240793312405361
-26324692067889,-44044052109775,18367215243695,-4961476,4961476,37923516,26711836,-26711836,22753948,-4,-1817405,6257870,-4,3871082,-3223009,0,6677959,1240369,281197612767569,79299041302361
26897332634649,-43471411543015,-1599141764135,-16413596,-16413596,-27325596,-2600156,-2600156,64266788,4,-9940230,-4126955,-4,-6126467,-2704444,0,-650039,4103399,281197612767569,68015655947649
23968121720413,46400622457251,-7093447642378,12199284,-12199284,43922392,16393300,-16393300,-33269736,4,5897581,6933090,4,-2419853,-4047508,0,4098325,-3049821,281197612767569,116923726009321
4572910776398,32897916700633,-3790241076146,969016,-484508,165067064,-13590728,6795364,8687416,4,1106862,-19285999,8,41870,2694768,0,1698841,121127,281197612767569,135337043215505
-2872231337853,34663546531351,35705197646313,21239308,28474460,-28474460,-22007316,23506108,-23506108,0,5876527,-7118615,4,3031497,2403654,4,-2470332,-2906173,281197612767569,266913604192633
31468450888769,7566308808803,38900293288895,11324676,-38701684,-11324676,-27670972,-4855476,27670972,4,1414856,-5044217,0,-6917743,-2831169,4,200987,4631204,281197612767569,32973427367073
11554475387325,-58814268790339,17992224191025,13964020,13964020,41215172,11353172,11353172,-47119452,4,9119913,9504518,-4,2659950,799275,0,2838293,-3491005,281197612767569,127744115787785
6382989150989,18010220714079,-70368744177664,30365748,-14613124,0,-80972,37116924,0,0,9279231,3653281,0,20243,7591437,-4,846879,2274338,281197612767569,115654758131121
-19030962006651,-15648316060657,51337782171013,-28401132,-11987908,-28401132,-16224844,32794396,-16224844,-4,-5079315,-3765388,0,-4056211,7100283,4,-3119284,768411,281197612767569,228060074385305
-28410923419379,-41957820758285,-5407671574454,19206196,-19206196,-19392216,16319220,-16319220,42144424,-4,6595745,2521696,-4,-3940361,-2326358,0,-4079805,4801549,281197612767569,193904457904065
-1166188752770,70368744177664,23290992727233,-16545288,0,-20566268,-6561992,0,59892836,0,-14973209,-5141567,4,294836,-1454269,0,-1640498,4136322,281197612767569,79188120330281
-19325826112109,-12391265841337,-2635194802021,-5379508,16138524,107132524,-5964724,17894172,-90507156,-12,-4151889,-4565164,-4,6158300,7405989,0,1491181,-1344877,281197612767569,8039848544977
-17931291652413,2866589999889,52437452525251,4181772,-37803964,4181772,-28121620,-15015452,-28121620,-4,2510912,-7085287,0,-7030405,-1045443,4,1242951,-2365704,281197612767569,209053675002297
9099138664955,7476510052307,-70368744177664,26074092,-18574516,0,-14495572,-32854516,0,0,8213629,-4643629,0,-3623893,-6518523,-4,677046,-1293029,281197612767569,51474232067809
-93762533947,-70368744177664,19604033579879,-17407212,0,24457628,8288372,0,53034684,0,-13258671,6114407,-4,594931,1204222,0,2072093,4351803,281197612767569,130686014643273
34085852053211,-36282892124453,20987807898899,-13488276,-13488276,45533260,14955244,14955244,32987084,4,-5367243,4863626,-4,-2879528,6519689,0,3738811,3372069,281197612767569,178439438939121
22430386762246,47938357415418,-27134777144571,-13242344,13242344,36796436,16994520,-16994520,37800116,4,-4799478,7543437,4,4650551,-1655672,0,4248630,3310586,281197612767569,56583785789401
27807920729856,42560823447808,-7046666015605,-11092992,11092992,36841004,24378368,-24378368,20533356,4,-2494468,5848307,4,2638871,-3361944,0,6094592,2773248,281197612767569,214139184407041
24838835908763,-1206215474669,-45529908268901,-25168276,-107444,-25168276,-10327412,44690796,-10327412,4,-7273204,90475,0,-2581853,6292069,-4,-3899495,-117336,281197612767569,179378792479849
34744368656764,-35624375520900,-3032214250999,5789168,5789168,68494372,-14870032,-14870032,18549540,4,2507878,-8606503,-4,2129507,-8517090,0,3717508,1447292,281197612767569,38813239697681
-3334901764816,-115395974527,70368744177664,25883840,8881668,0,-17681728,37430948,0,0,9357737,-2220417,0,4420432,6470960,4,450729,-94618,281197612767569,57233517279737
14054143889266,-56314600288398,-4648986022449,10630600,10630600,49126204,12458056,12458056,-48339972,4,9877125,9653082,-4,2207868,2628469,0,3114514,-2657650,281197612767569,232528390963489
-14043624487342,-14194246228296,7945419658437,4690248,-18760992,88055572,-1874680,7498720,204855668,-16,10542153,-3910893,-4,-10167941,4525750,0,468670,1172562,281197612767569,61354597580937
-23294629644759,32994709298218,-47074114532905,-8973148,-35551064,8973148,27864100,-15078488,-27864100,-4,-5787990,4893751,0,-6966025,-2243287,-4,-2018368,-3994015,281197612767569,32348263944753
29268860428856,-3064171017573,-41099883748808,-14309152,-40608148,-14309152,28321760,1690828,28321760,4,-61426,5773673,0,-7080440,-3577288,-4,484133,4378364,281197612767569,16244155965465
16109659220013,-5930107297612,2987061916843,3296436,13185744,-170539348,-3997324,-15989296,-134751252,16,3008617,-3452989,-4,7669799,-9795462,0,-999331,-824109,281197612767569,149917938312257
-2976967713173,-70368744177664,28628649182912,4091308,0,-56026368,19593932,0,6873856,0,1718464,14006592,-4,-2065587,-176428,0,-4898483,1022827,281197612767569,5765313112233
-28870587215685,-41498156961979,-22085285367520,4388588,-4388588,-44284800,-24977684,24977684,-4504448,-4,2623912,-6184615,-4,1497800,4886585,0,-6244421,-1097147,281197612767569,34026193405777
-27730096222415,-20596029424546,42638647955249,-4826940,37140856,-4826940,28084324,17158712,28084324,-4,-4654232,5273009,0,7021081,1206735,4,364554,4012205,281197612767569,200648676993593
-18103753324496,-52264990853168,-17952486876377,-14393152,14393152,37744796,-13357888,13357888,-43194788,-4,-8872485,-6090554,-4,1926212,3345645,0,3339472,-3598288,281197612767569,29656510843745
25525940138171,-19316863901322,6451245995689,8746732,17493464,63739556,-13547636,-27095272,29997444,8,1437635,-4775213,-4,3030863,-5579838,0,3386909,2186683,281197612767569,191218750567625
32973501456495,-913899955345,37395242721169,15787452,-24325700,-15787452,-25319108,-32303812,25319108,4,4209503,-3283040,0,-6329777,-3946863,4,-3866450,2798385,281197612767569,104765176742001
-2208802422137,32558758668881,-37809985508783,-8974820,-39566012,-39566012,28237052,-966300,-966300,0,-241575,9891503,4,-3800611,-895086,-4,-3258652,-1348619,281197612767569,199561940408409
11947320963229,10632139361519,1971163238219,-1266060,6330300,303608108,-3179468,15897340,-126840468,20,-4902467,-11423842,4,5361530,12895637,0,794867,-316515,281197612767569,236118294066817
-13591394551278,-14288256711143,-42489092915243,29712456,824420,-30536876,-17774840,37400004,-19625164,-4,6641804,-1674563,-4,1735513,5959656,-4,-2708197,-1468458,281197612767569,128509204767977
22504078454361,-47864665723303,20003894627316,15283556,15283556,-36184112,-13644188,-13644188,-41364528,4,8003682,-5066915,-4,2337450,-3979113,0,-3411047,-3820889,281197612767569,56269077495185
24002614855965,22363514465734,-1197567506048,-16445324,32890648,-3004928,2780308,-5560616,-67955200,8,-5422778,98808,4,5783011,-326212,0,-695077,-4111331,281197612767569,261336651065977
25391840245233,30921312406182,44976903932431,-23071804,21811864,23071804,18558212,31255064,-18558212,4,-7032953,950776,0,4639553,5767951,4,780813,-4502190,281197612767569,4387362104737
-3736043213898,33121030445619,-37247713732045,16455384,23870668,23870668,31696408,-22441620,-22441620,0,5610405,5967667,4,4492270,-1860711,-4,3431832,-2253135,281197612767569,222125862320393
-17152599749305,-53216144428359,3315522496111,-3720932,3720932,-52101700,-20338788,20338788,17795132,-4,-3603951,-9806608,-4,844832,3218817,0,-5084697,930233,281197612767569,37461536931505
21778610643271,21942853550664,-26647279983729,-2848484,38594848,35746364,-30038276,11733536,-18304740,4,-316161,-6440448,4,4260024,2496143,-4,3249545,-3208264,281197612767569,195001489055897
21228145880250,27912452417164,-10814549231775,8948456,-17896912,-64145020,11087976,-22175952,46338884,8,3743171,7048555,4,-3920775,-4493850,0,-2771994,2237114,281197612767569,138489042147521
8407939473498,61960804704166,-5682674933703,-16721560,16721560,-23823132,-5884632,5884632,58948420,4,-13095061,-4906572,4,1642044,1049211,0,-1471158,4180390,281197612767569,237865412276521
-10210070465280,24737064705749,-45631679471915,34460672,-3373228,-3373228,2085888,-32876204,-32876204,0,8219051,-843307,4,1530690,-5708995,-4,-1009218,-2906173,281197612767569,9211775730641
-21368814015420,48999930162244,-10217653134887,-777968,-777968,-58006684,19470224,19470224,4503044,-4,1490679,10126202,4,-364918,4375469,0,-4867556,-194492,281197612767569,63637979167417
6763548038209,-63605196139455,-13251480055067,-8966908,-8966908,-59959404,-13425852,-13425852,35786452,4,-8718774,-13126939,-4,-227839,-1862912,0,-3356463,2241727,281197612767569,92406424899553
-22944923370491,-47423820807173,20900679900450,4799508,-4799508,50900104,-22241932,22241932,-1295288,-4,1433321,-8219432,-4,1757143,4505594,0,5560483,1199877,281197612767569,109819927383369
4590862236027,-70368744177664,-31783409269040,8624620,0,55827264,18184556,0,-12836032,0,3209008,13956816,-4,-1843996,1884413,0,4546139,-2156155,281197612767569,109322290531569
29229598783498,-41139145394166,25622245850641,17397800,17397800,34968644,-19398296,-19398296,25725540,4,1994134,-6694559,-4,4437251,-2047602,0,4849574,4349450,281197612767569,28703529220313
-4504966371327,-61358811435010,11435461922576,4094980,-8189960,122092608,-6920508,13841016,68610112,-8,15518656,-26282270,-4,-816936,2120441,0,1730127,1023745,281197612767569,166524257389313
-21391772921070,-48976971256594,-8658753595885,18924616,-18924616,-22959028,-15225080,15225080,-41023124,-4,7606426,-3412737,-4,-2649355,2327020,0,-3806270,-4731154,281197612767569,120841759739241
-4328962915576,26828375204137,-43540368973527,30075936,245924,245924,-3374048,37407652,37407652,0,9351913,-61481,4,1097233,4648558,-4,-253721,2870426,281197612767569,198896857602577
7843711544218,24903861606887,-45464882570777,20973160,31648668,31648668,24235688,-17111044,-17111044,0,4277761,7912167,4,3437814,-4269599,-4,2621108,-973691,281197612767569,3942462036729
-13633251248129,15793858654713,70368744177664,-30473220,7652324,0,-10844996,-34223836,0,0,-8555959,-1913081,0,2711249,-7618305,4,-2266157,1339244,281197612767569,96284201011745
