l00,l01,l02,l10,l11,l12,l20,l21,l22,li00,li01,li02,li10,li11,li12,li20,li21,li22,o1,o2
-3476554084835,28255265391812,-42113478785852,15148148,25330448,25330448,-27574892,28215696,28215696,0,7053924,-6332612,4,4474174,1953561,-4,2419549,1833476,281197612767569,172263588355769
12408218695821,-33144088090201,11237077975074,-7074252,-21222756,81737864,5975924,17927772,90107144,12,-11325962,8777495,-4,-3733608,3885657,0,1493981,1768563,281197612767569,201206084637665
1602613649463,-12026233802062,70368744177664,-22952740,-11156792,0,8610812,-44867448,0,0,-11216862,2789198,0,-2152703,-5738185,4,-112445,-1044196,281197612767569,161003732889929
-12329864442980,16801320061067,-70368744177664,25640560,20354604,0,17921136,-29684308,0,0,7421077,5088651,0,4480284,-6410140,-4,-230588,-2422115,281197612767569,249134577176817
32622245201238,37746498976426,7745155264947,-590504,590504,42179276,26476568,-26476568,15473964,4,-2803635,5640098,4,1064856,-4904721,0,6619142,147626,281197612767569,836491779289
23509883930646,-16485223278971,-46858860247018,18483288,26453524,18483288,19502296,-33002540,19502296,4,6636331,3321364,0,4875574,-4620822,-4,1614304,3292017,281197612767569,70648974266113
6895670548764,-35890391433844,-2246799087477,-2263952,-11319760,-197781972,4560624,22803120,-98893748,20,-12791792,25128483,-4,-2386329,4863402,0,-1140156,-565988,281197612767569,230155805389161
19872089964001,50496654213663,-12819105457601,-22195324,22195324,-15102724,2233988,-2233988,-49206788,4,-8929447,1698598,4,3372250,-2077083,0,-558497,-5548831,281197612767569,84128279961105
17174215164515,-53194529013149,-7169935869527,2825612,2825612,51192484,-21444756,-21444756,9941060,4,2424967,-9602632,-4,60298,-3195489,0,5361189,706403,281197612767569,272644608294649
20352156869675,21101248121487,28915339186502,-18119508,-18936260,37055768,-24931220,36082428,-11151208,4,-4542642,-4723231,4,-1754840,4540711,4,4477965,10834,281197612767569,269324635098657
8728276822537,-61640467355127,-18950317931798,-10001372,-10001372,43590568,-20691452,-20691452,-22391704,4,-3510527,-10219282,-4,-2087399,-678360,0,5172863,-2500343,281197612767569,87559348770185
14749827991492,-55618916186172,-18090665508531,-18575600,-18575600,-25808588,10136848,10136848,-46527820,4,-9845313,3905856,-4,-1786642,2546291,0,-2534212,-4643900,281197612767569,47732792454961
-18192233826070,-15513661186801,-52176510351594,22477736,18765884,-22477736,18664168,-34507492,-18664168,-4,5367905,4717472,0,4666042,-5619434,-4,-3258968,26001,281197612767569,166573851575577
-18548560215540,30996920595025,39371823582639,-34383824,5072196,-5072196,10831152,31147268,-31147268,0,-7786817,1268049,4,-537507,5143746,4,-3245295,-3452210,281197612767569,28772858958145
6635313999154,-34403094847883,-35965649329781,-28201784,19596756,-19596756,-18696824,-26931020,26931020,0,-6732755,-4899189,-4,1754144,-4065463,-4,-2920062,2984983,281197612767569,84219543494057
679467483691,-70368744177664,-26173736256862,17628332,0,16327304,3186860,0,-60917112,0,15229278,4081826,-4,-149288,1678633,0,796715,-4407083,281197612767569,54989266732113
-17723997367094,52644746810570,-17284716852249,-15668440,-15668440,-18041956,-6751384,-6751384,64083708,-4,-11571099,-4336580,4,-4449828,-173909,0,-1687846,3917110,281197612767569,11537315573561
22094520762725,48274223414939,29636162462236,-5385836,5385836,39753840,-27544876,27544876,-5734544,4,-3883667,-6250894,4,-2450031,3687566,0,6886219,-1346459,281197612767569,64617847461985
-33507228868266,-36861515309398,-15627295282179,-3642024,3642024,44047348,25676440,-25676440,-1394604,-4,-1242903,5566168,-4,-1591554,-5445669,0,6419110,910506,281197612767569,24474283264457
-5503785216671,-28825883512764,-70368744177664,-3886716,-42323696,0,26397188,-2231536,0,0,-557884,10580924,0,-6599297,-971679,-4,2746973,-429532,281197612767569,126472728714609
16928453150971,16724763738115,36715527288578,29022188,-32599028,3576840,-15795892,-21051796,36847688,4,4935418,-4464739,4,-4276504,-3570529,4,-327531,3685018,281197612767569,232501607923033
-25573063045165,44795681132499,15083705793408,10654540,10654540,-36311552,20919692,20919692,34377216,-4,4349958,6349803,4,4244346,2728085,0,-5229923,2663635,281197612767569,253370774610817
24744389011837,20879966153990,-8270689147546,-15396364,30792728,-17351272,-6032172,12064344,66329560,8,-5274854,-382332,4,5653768,1977743,0,-1508043,3849091,281197612767569,223942364092905
-19050704186021,51318039991643,5496886509440,-11826836,-11826836,40959488,-16408468,-16408468,-38371840,-4,-6675450,-7698629,4,-2917510,-2541243,0,4102117,-2956709,281197612767569,215005482154641
-12852700529477,-18957942059756,8424651188627,-2382100,9528400,175897164,5242316,-20969264,85551148,-16,-5134435,12132239,-4,4063338,-7960513,0,1310579,595525,281197612767569,245876592668537
-19801117297829,-50567626879835,-16090944486380,-22675092,22675092,22167632,9941804,-9941804,39934288,-4,-7742625,2686210,-4,2240947,-2855698,0,2485451,5668773,281197612767569,3981803975329
-23853307764859,46515436412805,8135371541155,18074132,18074132,-16695668,-11756940,-11756940,-51433172,-4,8159835,-3281450,4,4698458,-892467,0,-2939235,-4518533,281197612767569,270412568055305
-33873695926765,-36495048250899,7503894385005,15248460,-15248460,-26480204,19822796,-19822796,39413044,-4,4581696,3839841,-4,-5271565,-2780210,0,-4955699,3812115,281197612767569,169123345062833
19681637176475,-20773331307312,50687107001189,7439980,-33516736,-7439980,-30447924,-14164672,30447924,4,303620,-6584669,0,-7611981,-1859995,4,-3237548,1794515,281197612767569,105858529625497
32090285076227,-38278459101437,4250048274206,20336652,20336652,-39959432,-13582004,-13582004,-28675848,4,4104775,-5127112,-4,3064187,-4862746,0,-3395501,-5084163,281197612767569,30325612234177
32873540801129,-37495203376535,16903558321289,-14580316,-14580316,-34795996,11024900,11024900,-50909564,4,-6119565,5510764,-4,-6607826,3188235,0,-2756225,-3645079,281197612767569,40235896284713
19179198791735,-51189545385929,-13622850413044,-23706404,-23706404,-4274128,-6908196,-6908196,46247984,4,-8745085,370044,-4,-2816911,-1438576,0,-1727049,5926601,281197612767569,277256898035921
-2745204197029,28056858011329,42311886166335,23009644,17987332,-17987332,-18170036,34727588,-34727588,0,8681897,-4496833,4,3070052,3283427,4,-1472457,-2468984,281197612767569,236533133459385
-21462494033268,48906250144396,-53992773633,21723696,21723696,15844348,-6597328,-6597328,47016380,-4,8167826,-2757121,4,3586269,-1203966,0,1649332,5430924,281197612767569,185701192228065
-27783654384506,42585089793158,19328056851003,23370264,23370264,-14115604,15359320,15359320,38899596,-4,4830543,3740354,4,4894356,-211453,0,-3839830,5842566,281197612767569,214329415918153
-8140355554195,62228388623469,4706998051577,11042228,11042228,50563044,8988212,8988212,-60805532,-4,13593172,10993805,4,1608211,1646956,0,2247053,-2760557,281197612767569,216453714946545
-3179689164013,22396351671217,-6345024530712,-15769524,-5256508,47430560,-3925332,-1308444,-202385248,-4,-16132849,-3655454,12,-2197765,-891278,0,327111,-1314127,281197612767569,100794912120281
17741298711947,-596450670124,-9117733830418,2255404,-9021616,248482744,-2581396,10325584,214803000,16,-120698,818774,4,-13455362,15734865,0,645349,563851,281197612767569,54581474703361
-8111320699039,62257423478625,18390756168318,20257156,20257156,-20934152,-9436188,-9436188,-45828808,-4,9520011,-5953818,4,1937191,720280,0,-2359047,-5064289,281197612767569,145930115875433
-32988701444515,-37380042733149,17238095250666,4244852,-4244852,-44160088,-23719820,23719820,-18476632,-4,1001058,-6124449,-4,-3618100,4915573,0,-5929955,-1061213,281197612767569,88765010876177
-23503147051142,9327188155085,46865597126522,16266728,-32073932,16266728,25817640,18308948,25817640,-4,2192926,5879339,0,-6454410,4066682,4,2384311,2139144,281197612767569,238248515936249
12826417145930,28771163515867,841208670912,20855080,-10427540,-8148224,-3044952,1522476,-106784000,4,10919552,-801713,8,-4856896,433630,0,-380619,-2606885,281197612767569,237039169427233
-17348149709099,-53020594468565,-7653614457209,23521108,-23521108,-17973732,-7288908,7288908,-42297796,-4,8165702,-2746093,-4,-2408747,1747340,0,-1822227,-5880277,281197612767569,19700769916553
-21178028960358,19026795343725,30163919873581,-30036376,-35624524,5588148,20416872,-13269196,33686068,-4,-3699046,4195399,4,-4722471,-2798362,4,381747,4710732,281197612767569,175053049989169
13374320705058,-28261601907977,56994423472606,25637000,520156,-25637000,-3848504,43838908,3848504,4,9263126,2468769,0,962126,6409250,4,-1696601,2598808,281197612767569,239427853338137
-8404370651775,32454674210874,-37914069966790,-13962748,-38184728,-38184728,-24172092,14531176,14531176,0,-3632794,-9546182,4,-3689805,740620,-4,-2353218,2750067,281197612767569,10574924298817
-15056862021332,40255020135000,15230839426201,9155760,18311520,60272228,10246448,20492896,-55519548,-8,9048991,7628955,4,2415448,3719551,0,2561612,-2288940,281197612767569,2014714097321
-5785566913775,64583177263889,-8462600387277,15337540,15337540,36890828,-9332668,-9332668,50960588,-4,11412091,-8925562,4,1328056,-297145,0,2333167,3834385,281197612767569,276792004377937
21455739128394,16596470215339,32316534833931,-31080152,31964844,-884692,10905960,25009292,-35915252,4,-4989005,3722092,4,3989808,3500919,4,1263318,-4269119,281197612767569,134145913458745
-12362671005334,14624424335071,-70368744177664,20618664,34865020,0,-25726936,11103036,0,0,2775759,-8716255,0,6431734,5154666,-4,849022,2602579,281197612767569,38206713487713
-3621173379697,-9761231300379,-70368744177664,-31991236,-4509804,0,11229276,-33611020,0,0,-8402755,1127451,0,-2807319,-7997809,-4,821824,1051401,281197612767569,210403630463689
20435175485779,4355960904628,49933568691885,-12052148,37822160,12052148,30156492,-1218352,-30156492,4,-250551,6523126,0,7539123,3013037,4,-555139,-2932414,281197612767569,133260978091633
-8472462464277,-30201394404272,40167349773392,32481196,6967616,6967616,-947444,-34866368,-34866368,0,8716592,1741904,-4,-1184689,-4844894,4,947828,-3275405,281197612767569,32902074564185
26173939142337,44194805035327,-11790061081703,10163972,-10163972,42412644,-25675836,25675836,3632420,4,1645808,-6233537,4,737703,4369624,0,6418959,2540993,281197612767569,4324181822593
-7832741307919,-14748511539107,-70368744177664,-16153660,37858676,0,18523684,26286164,0,0,-6571541,9464669,0,4630921,4038415,-4,-239112,-1899919,281197612767569,167945336417001
-10156086704332,-16974261408117,-70368744177664,31313104,12201516,0,-10493744,31867180,0,0,7966795,-3050379,0,2623436,7828276,-4,-1782643,-1448076,281197612767569,238788538725265
23851175764897,46517568412767,-11109912840107,18475652,-18475652,37940564,9943332,-9943332,-40520588,4,7089045,5540954,4,-3041102,-3944187,0,2485833,-4618913,281197612767569,241295234535545
5659191690264,64709552487400,15231484533969,1421408,-1421408,-67760316,16526944,-16526944,4241540,4,1869431,15500808,4,809046,-1439271,0,-4131736,355352,281197612767569,25287740160929
30793090984886,39575653192778,16247530820149,-15198504,15198504,30921940,-10177000,10177000,-53374156,4,-8091903,-3470354,4,5251636,4260131,0,2544250,-3799626,281197612767569,7070136893193
-6192811350418,-35404546597997,-34964197579667,15081912,-26951092,26951092,-30204232,-20677940,20677940,0,5169485,-6737773,-4,-4206844,-1280483,-4,3344214,2489995,281197612767569,257153099199665
34843136834195,-13292841254721,-35525607343469,-1622452,-37411076,-1622452,-29511252,13468636,-29511252,4,-3093596,-4645117,0,-7377813,405613,-4,-273563,-4707652,281197612767569,224597960541849
19985804772941,20639039344121,-50382939404723,-5028556,-40029212,-5028556,28079092,-381020,28079092,4,1990687,7533792,0,-7019773,-1257139,-4,-2085942,2473511,281197612767569,186890417499841
30273884605767,40094859571897,19575823284985,-3524324,3524324,-53286940,20771516,-20771516,-5405116,4,674668,7835595,4,2025947,-5486140,0,-5192879,-881081,281197612767569,32475994847017
34229814023149,-1460733208451,36138930154515,22739892,24628724,-22739892,18494900,-29480972,-18494900,4,3881080,3044103,0,4623725,-5684973,4,-3489163,-3113078,281197612767569,270972026288593
-3162183131148,-5517780108997,-70368744177664,-5230640,36149484,0,28927056,15333068,0,0,-3833267,9037371,0,7231764,1307660,-4,-394803,-508652,281197612767569,280712319508665
9582106252206,32040319168840,713163497639,3790520,-15162080,-137296228,5432888,-21731552,100246108,16,11466083,15590025,4,-3398861,-4683508,0,-1358222,947630,281197612767569,56171242137057
26905955367752,43462788809912,-7898174980133,16239904,-16239904,33305452,-18910176,18910176,30547468,4,5247479,-4687032,4,-2389388,3639331,0,4727544,4059976,281197612767569,47812984263497
24333353040089,-21702038097486,-15336517126085,16473956,32947912,-551700,-902684,-1805368,-68314004,8,5168719,-1837745,-4,5954891,849910,0,-225671,-4118489,281197612767569,165426748982001
613321008509,70368744177664,28060760903125,-21822988,0,-14859436,8490388,0,-45811212,0,-11452803,3714859,4,946243,2143196,0,-2122597,-5455747,281197612767569,96329145163481
18899295738082,-51469448439582,14674183751909,3578760,3578760,48951188,-20805368,-20805368,30025044,4,4405616,-9137601,-4,3100645,-3100196,0,5201342,894690,281197612767569,227274668351745
6481089188274,27444005862565,-70368744177664,27279048,3915412,0,1152392,41438836,0,0,10359709,-978853,0,-288098,6819762,-4,841789,2569572,281197612767569,177352443368297
-9636296503703,-60732447673961,-7679793694213,-22055516,22055516,9935852,1661092,-1661092,50300140,-4,-10898331,1542044,-4,1676704,-941919,0,415273,5513879,281197612767569,275293441167377
24582872340535,-45785871837129,10245774104137,6399196,6399196,-50719452,22084412,22084412,904900,4,951074,8017301,-4,-724849,4662562,0,-5521103,1599799,281197612767569,104996193714425
9403758898333,20321661759777,5097394581485,564852,-188284,-262247500,12853428,-4284476,12251636,4,962122,18930085,12,-176543,-8771620,0,-1071119,47071,281197612767569,45666356715553
-3488607244915,5769032448000,70368744177664,-25632204,10805248,0,-10590316,-39460864,0,0,-9865216,-2701312,0,2647579,-6408051,4,-706135,391430,281197612767569,209045990455177
-18121940115266,-16002923831866,-15960046498823,-2831624,8494872,-119919644,-8332296,24996888,44742500,-12,-1126421,-7299560,-4,3353068,7560117,0,-2083074,707906,281197612767569,215306691060017
-20436497345775,-27710341425286,49932246831889,387140,-39176728,387140,28800868,-6260952,28800868,-4,1724695,6911642,0,-7200217,96785,4,-3289933,2882540,281197612767569,263920618309401
-33910613674001,36458130503663,26272721740064,24200124,24200124,-17562496,11439100,11439100,38222976,-4,3883123,4533614,4,5672621,-142990,0,-2859775,6050031,281197612767569,11338940015425
26932125592071,-43436618585593,-9441637397437,1027100,1027100,-43530996,-25855044,-25855044,-393428,4,-806554,-6752063,-4,904911,-4130686,0,-6463761,-256775,281197612767569,230327819878313
3153761480983,22404994232227,-7944188926622,1607772,-535924,-260321912,-12766116,4255372,-33835640,4,2573166,-20736367,12,-739412,2871377,0,-1063843,-133981,281197612767569,150924661962321
-127382841341,30128239667705,-40240504509959,30864396,-11164700,-11164700,-1667860,37082244,37082244,0,9270561,2791175,4,255224,4417519,-4,161741,3298580,281197612767569,147308842479929
-19795357393026,-50573386784638,25439182260535,-16988680,16988680,-38836004,-14727816,14727816,32605852,-4,-7189456,-5442367,-4,962007,4266634,0,-3681954,4247170,281197612767569,227951711136353
-916585133688,34726079521988,-16082008913045,10749472,5374736,-73588308,-4492000,-2246000,-178728884,-4,22178432,-8771639,8,325357,-853799,0,-561500,-1343684,281197612767569,130622231260105
-5010434819705,25456794242480,70368744177664,25422364,-21399872,0,9534876,36261568,0,0,9065392,5349968,0,-2383719,6355591,4,1507820,-1918285,281197612767569,94716040662897
-21378440761279,48990303416385,17732767507628,-24404732,-24404732,-3186000,-2092252,-2092252,-46407632,-4,-7945369,-982966,4,-3656539,1779466,0,523063,-6101183,281197612767569,59410052808537
-16742815739213,34807977361034,35560766816630,10428108,28807720,-28807720,-32227060,18940328,-18940328,0,4735082,-7201930,4,5198094,-396095,4,-2858671,-3003122,281197612767569,128590283879809
-10801064657545,-15860174167770,70368744177664,-9881124,34876568,0,-31458692,-2907432,0,0,-726858,-8719142,0,7864673,-2470281,4,1661025,-1895090,281197612767569,233935437429737
-18909385936075,-4462150324542,51459358241589,1071316,-37981432,1071316,30144980,-17781496,30144980,-4,-2772939,6926796,0,-7536245,267829,4,-1672435,2568562,281197612767569,220998906113169
-3927991906303,-26956744032864,-43412000144800,-32695292,14251648,-14251648,15444644,27703936,-27703936,0,-6925984,3562912,-4,2768643,4843726,-4,-1092518,-3330097,281197612767569,118351926735225
34291562109338,36077182068326,-16423940447453,12303976,-12303976,46833804,-15528216,15528216,32400460,4,5058893,-5284846,4,-3041222,6423605,0,3882054,3075994,281197612767569,30410301506721
20313468230605,18367437957077,50055275947059,-12870860,36481876,12870860,-27397484,-9819724,27397484,4,-3534064,-5647769,0,6849371,-3217715,4,-1079133,3472700,281197612767569,197887976288265
-6909306135499,9687492742302,70368744177664,4586708,42007160,0,25494612,-11978888,0,0,2994722,10501790,0,6373653,-1146677,4,-583402,1189001,281197612767569,249056884166065
6530893668537,-22977527047370,70368744177664,-22118684,26268888,0,12426500,36144536,0,0,-9036134,6567222,0,3106625,5529671,4,1853047,1196104,281197612767569,270688257214361
17221772683051,18703426128511,-7098089974594,-4222804,12668412,-130770184,5210092,-15630276,-105279624,12,-7389768,8369941,4,6310046,-8107535,0,-1302523,-1055701,281197612767569,145716686985153
-15965891122865,-38436961931934,1769367289713,-6256324,12512648,73013700,-13153828,26307656,-26451676,-8,-3446751,-10049079,-4,1583084,4102173,0,3288457,-1564081,281197612767569,45654725412905
11629984837236,58738759340428,-5620070242189,-19830320,19830320,8222156,6431184,-6431184,54110156,4,-11163407,2111758,4,2364132,56219,0,1607796,4957580,281197612767569,45336814138065
-7276301136861,582292548137,-70368744177664,-13548404,-33299292,0,20068204,-33778364,0,0,-8444591,8324823,0,-5017051,-3387101,-4,831676,-888835,281197612767569,107494392234425
-3002018962971,7281994748398,-70368744177664,4477844,-43528264,0,23803604,20047672,0,0,5011918,10882066,0,-5950901,1119461,-4,-829634,-348397,281197612767569,172400695471841
15338740654831,16151424388080,38878579134753,-8785988,36270016,-27484028,-33940516,11964864,21975652,4,391647,-6586848,4,5885560,284159,4,-2599569,2480656,281197612767569,170300705096777
-5189742925446,12005744571521,70368744177664,-29721112,-12931580,0,12234472,-32558972,0,0,-8139743,3232895,0,-3058618,-7430278,4,-78475,1506122,281197612767569,130471013833713
-13558329224802,-56810414952862,6449762708569,-17494408,17494408,-32821916,13869624,-13869624,-38336380,-4,-8055286,6223615,-4,1528809,-1981864,0,-3467406,-4373602,281197612767569,54346476658649
-8103459437403,21679181535842,48689562641822,32562836,-1269368,1269368,-12396460,35059464,-35059464,0,8764866,317342,4,3153677,5669266,4,54562,-2471443,281197612767569,265587983321601
2551656855136,-67817087322528,-17442845956859,-6203008,-6203008,-83894252,9633152,9633152,-51222540,4,-12938248,19828639,-4,132613,1144924,0,-2408288,-1550752,281197612767569,10830599365737
-22545202520337,47823541657327,3230998561840,-14491716,-14491716,32460992,-20586308,-20586308,-31579968,-4,-5129236,-5681579,4,-2765756,-2433669,0,5146577,-3622929,281197612767569,162340229744913
-8368577286671,-62000166890993,29514214468310,-470076,470076,65770328,17119844,-17119844,-165608,-4,1831589,14536444,-4,1790187,-1906138,0,4279961,117519,281197612767569,81430600770041
34678198748601,-35690545429063,3306315941498,-650524,-650524,-43060760,25895972,25895972,-16601496,4,-1800857,5467672,-4,-2349517,5297518,0,-6473993,-162631,281197612767569,217616373508385
-28833908404664,9204579231161,-32330256541839,19732768,-11889948,-31622716,-26359776,-41174332,-14814556,-4,5213744,-2399783,4,-1510105,-5505896,-4,-5079839,572704,281197612767569,246083854133385
1894984646831,-17945029583154,70368744177664,30828220,-5471432,0,-8232132,-35060680,0,0,8765170,-1367858,0,-2058033,-7707055,4,-760868,-1928573,281197612767569,205300125776433
28611080061252,-41757664116412,-15144640134557,22312208,22312208,-6546036,-13213296,-13213296,-46584596,4,6200030,-2171623,-4,5446119,535114,0,-3303324,-5578052,281197612767569,199921331030041
8013518681087,27818012730386,42550731447278,31454204,-18282424,18282424,13014076,28230600,-28230600,0,7057650,4570606,4,-2771063,4234454,4,482456,-3629097,281197612767569,148485973314625
-18940644319977,-14153219098715,-51428099857687,1194076,-39146860,-1194076,28654076,3502964,-28654076,-4,2080818,7092455,0,-7163519,298519,-4,1205077,-2694260,281197612767569,238732027170985
-18334773394543,33699197388578,9965763298867,12429892,24859784,-27792180,5046852,10093704,79295692,-8,9136193,4207553,4,5343865,1370246,0,-1261713,3107473,281197612767569,44236653358929
-18187009074278,10363264225349,52181735103386,1295976,-42824428,1295976,26337448,-1532620,26337448,-4,-1253812,7986797,0,-6584362,323994,4,870657,2719310,281197612767569,247673076109881
26250867388639,44117876789025,697578968510,7628668,-7628668,-43999496,-23360708,23360708,-12851592,4,2072230,-6877495,4,-1140668,4122379,0,-5840177,-1907167,281197612767569,134233672938337
11014323535679,-15142677172470,59354420641985,19669244,38884392,-19669244,15425820,-26746136,-15425820,4,6469810,7141365,0,3856455,-4917311,4,-216724,-2579733,281197612767569,63716713635017
-11037611103791,-37255910866291,-11115135388759,-5422268,16266804,-100136284,5849028,-17547084,-99626204,-12,-12493568,13896355,-4,4137661,-3712572,0,-1462257,-1355567,281197612767569,18766040180849
-34647143250174,-35721600927490,-15088564029461,-25963512,25963512,9622444,-4581304,4581304,-41666804,-4,-5533459,170612,-4,4883242,2576223,0,1145326,-6490878,281197612767569,153930229186649
26425024646605,43943719531059,-8908844100082,-20159692,20159692,11034680,11908340,-11908340,49330872,4,-7324603,2360794,4,5008115,-397876,0,2977085,5039923,281197612767569,212801983422081
-19498632669487,-1855852383534,50870111508177,-6555836,-36420792,-6555836,28013988,-16109048,28013988,-4,-2726634,6625443,0,-7003497,-1638959,4,-1300628,2479755,281197612767569,34260210060521
15563643317021,39241457543622,-16231529704848,-6121356,12242712,-86472256,10556788,-21113576,-34801216,8,-6069300,11349426,4,1315502,-5134319,0,-2639197,-1530339,281197612767569,186556135564689
-9684218735441,-17341141447714,-70368744177664,30324412,-11733128,0,12202524,32407096,0,0,8101774,2933282,0,-3050631,7581103,-4,-363200,-2271911,281197612767569,246584330015353
1946992827933,31719723055679,-38649021121985,25716,30346492,30346492,-37092172,10989500,10989500,0,2747375,-7586623,4,5017070,213441,-4,4255973,-207012,281197612767569,61824986516897
-28097010510215,-42271733667449,-2341499741517,19486180,-19486180,13319884,-14166076,14166076,48096108,-4,7105200,-2162471,-4,-4918827,1167500,0,3541519,4871545,281197612767569,148257148363017
-12996253123391,-57372491054273,18663609502235,9293572,-9293572,45440108,19524740,-19524740,-25683732,-4,6529681,8645744,-4,108748,-2714283,0,4881185,-2323393,281197612767569,97015221954225
-17212474599654,-6988206356573,53156269578010,22393960,-25611636,22393960,23127464,23826412,23127464,-4,5073782,4280755,0,-5781866,5598490,4,882821,2122154,281197612767569,137463118317721
-31514471044075,38854273133589,-6784842001105,16104532,16104532,25475260,22786324,22786324,-33867012,-4,4125683,3904750,4,4341070,2464065,0,5696581,-4026133,281197612767569,36390982762689
-15155716319936,55213027857728,12938621629695,-18262784,-18262784,-20449284,1740032,1740032,-59701604,-4,-11790817,3171762,4,-3134584,1940559,0,-435008,-4565696,281197612767569,163716703689001
-33677059438116,-36691684739548,21547621216353,18888560,-18888560,-19194492,-11645072,11645072,-47773820,-4,5336099,-3948066,-4,-6607356,850557,0,-2911268,-4722140,281197612767569,208648704453585
31374462036366,38994282141298,26541701022777,437816,-437816,41028836,27513080,-27513080,6691716,4,-3521388,5725235,4,-1848459,-4531974,0,6878270,-109454,281197612767569,202201814491833
-11558385489269,20851365910376,-37958992778019,29040172,33930656,4890484,16581356,-19396704,-35978060,-4,5281006,4938083,4,3713509,-3715462,-4,431830,-3544581,281197612767569,83838238636001
5707736998723,18425414336068,-46235592842873,8200460,30238992,38439452,30738092,-23951216,6786876,4,3490000,7483367,4,5186719,-2126496,-4,2497804,76381,281197612767569,177395654473033
23106289029288,-14017125600561,47262455148376,29991584,-5066948,-29991584,-6494560,38637756,6494560,4,6811086,2344337,0,1623640,7497896,4,-2848353,1077600,281197612767569,267023137551601
-20502566712469,30348282291305,40020461886359,8462764,-32649820,32649820,-31495412,-11530556,11530556,0,2882639,-8162455,4,-3638174,-3581451,4,4235679,-1465760,281197612767569,269323034534105
-457456490393,69453831196878,16992872996538,-1301092,-2602184,314725096,-3016484,-6032968,-135683480,-8,-33115626,-77815380,4,-402622,-432947,0,754121,-325273,281197612767569,20245418832641
3959692111895,27984831261968,38424220803801,34767964,-13732800,-21035164,-4371716,34110016,-29738300,4,7613011,-216692,4,178436,5042099,4,-914493,-3649892,281197612767569,218467666244969
12557638946155,3092440796188,-70368744177664,-8705620,34553968,0,28310188,16962672,0,0,-4240668,8638492,0,7077547,2176405,-4,-445736,1637225,281197612767569,41699163243025
-5952056782895,-70368744177664,10187012820698,16243524,0,-31812760,12448228,0,44934056,0,11233514,7953190,-4,-1400694,-84833,0,-3112057,4060881,281197612767569,188185582076665
-30765710257262,39603033920402,-12786557659369,12371528,12371528,42147932,11163848,11163848,-52973796,-4,6946180,6492141,4,6297269,4044842,0,2790962,-3092882,281197612767569,115593801921057
-14984380832522,13164159986365,-55384363345142,25295832,23598836,-25295832,5099288,-39752108,-5099288,-4,8060301,3460372,0,1274822,-6323958,-4,-1877726,-2439337,281197612767569,264088286665097
23875023721538,-23494071681127,-46493720456126,-4454136,35879524,-4454136,29100040,18365924,29100040,4,-604749,6298316,0,7275010,1113534,-4,-3986732,2671565,281197612767569,204177889153841
-29090378285311,10281238806779,30997127085574,-16197628,-42682388,26484760,-29254364,-7578036,-21676328,-4,42767,-5667742,4,-5461849,-953448,4,1851742,-5002855,281197612767569,147181965904153
5994606855410,-46390316756024,3415011087261,4066248,16264992,-137479564,-3926200,-15704800,-144144588,16,23947227,-22460879,-4,3022230,-2977253,0,-981550,-1016562,281197612767569,91252959098177
-24246920219841,-46121823957823,24016113850491,20574460,-20574460,17503724,5019036,-5019036,-50453236,-4,8695384,1112657,-4,-3917925,-3263274,0,1254759,-5143615,281197612767569,228839023206825
-25138770148434,20091203880796,15227267400007,7706296,15412592,-60684004,12050104,24100208,51211548,-8,2351617,5165313,4,5225635,5002844,0,-3012526,1926574,281197612767569,21697026107473
18849518295874,32669707585916,1331602908257,14886152,-29772304,-30478972,6502472,-13004944,62320420,8,7294813,3396729,4,-4142646,-2111507,0,-1625618,3721538,281197612767569,13242793472825
-14244029078115,-41880686021434,11693006515525,164468,-328936,-106757868,-10518092,21036184,-18306476,-8,1849939,-15898177,-4,-1363340,5395645,0,-2629523,-41117,281197612767569,17750016998497
-18971114194357,-51397629983307,-92347342630,-16425684,16425684,18930536,-9041972,9041972,-58124248,-4,-10616516,-3451347,-4,3914546,1281287,0,2260493,-4106421,281197612767569,193616921333193
17240737168121,53128007009543,-3890641350062,-18290716,18290716,-26754744,10198116,-10198116,-46638520,4,-8943917,4797100,4,2715713,-1891586,0,-2549529,-4572679,281197612767569,136063219466609
-4179837079501,-2442900823718,-70368744177664,-25258804,-17834648,0,-3400404,42173608,0,0,-10543402,-4458662,0,-850101,6314701,-4,655780,45621,281197612767569,87418725466457
-23047547573756,47321196603908,2242397494013,-20965360,-20965360,-3745804,7637776,7637776,-52338252,-4,-8859884,462717,4,-4224679,473734,0,-1909444,-5241340,281197612767569,198326416967553
4347991891375,-15399798970430,70368744177664,21158588,-15575288,0,22595676,36579272,0,0,9144818,3893822,0,-5648919,5289647,4,-1801280,917015,281197612767569,199453619265001
32046395118346,26452076711767,38322349059318,13755432,-28442276,-13755432,-29354456,-21154724,29354456,4,5638814,-2579679,0,-7338614,-3438858,4,350133,4530890,281197612767569,208418987531921
-3729724723103,-32962069570599,-70368744177664,15998340,-36705436,0,20820004,22608132,0,0,5652033,9176359,0,-5205001,3999585,-4,2138550,-2359853,281197612767569,104483304993657
9493097807769,27376260737895,33499385632000,3635812,30421404,-34057216,-35092060,16048732,19043328,4,57865,-6932970,4,4818697,1581334,4,-3954318,672381,281197612767569,45188478211745
